"player_id","full_name","position","posteam","targets","carries","team_targets","team_carries","catch_percentage","yards_per_carry","yards_per_rec","exp_ppg","games","carry_share","target_share"
"00-0023459","Aaron Rodgers","QB","NYJ",0,0,22,28,0,0,0,0.34,1,0,0
"00-0026498","Matthew Stafford","QB","LA",0,8,126,75,0,4.375,0,20.41,3,0.106666666666667,0
"00-0027696","Jimmy Graham","TE","NO",1,0,34,22,1,0,8,3.17,1,0,0.0294117647058824
"00-0027948","Blaine Gabbert","QB","KC",0,2,38,37,0,-0.5,0,1.32,1,0.0540540540540541,0
"00-0027973","Andy Dalton","QB","CAR",0,2,58,14,0,5.5,0,17.97,1,0.142857142857143,0
"00-0028002","Randall Cobb","WR","NYJ",4,0,85,66,0.25,0,12,1.94,3,0,0.0470588235294118
"00-0028118","Tyrod Taylor","QB","NYG",0,1,63,39,0,2,0,0.655,2,0.0256410256410256,0
"00-0029263","Russell Wilson","QB","DEN",0,7,104,65,0,8.14285714285714,0,17.5033333333333,3,0.107692307692308,0
"00-0029293","Marvin Jones","WR","DET",6,0,35,34,0.333333333333333,0,4,9.21,1,0,0.171428571428571
"00-0029604","Kirk Cousins","QB","MIN",0,4,138,50,0,4.25,0,24.9633333333333,3,0.08,0
"00-0029701","Ryan Tannehill","QB","TEN",0,4,83,71,0,4.25,0,11.2866666666667,3,0.0563380281690141,0
"00-0029892","Kyle Juszczyk","RB","SF",0,1,37,39,0,3,0,0.39,1,0.0256410256410256,0
"00-0030035","Adam Thielen","WR","CAR",25,0,129,65,0.8,0,10.55,12.65,3,0,0.193798449612403
"00-0030061","Zach Ertz","TE","ARI",20,0,82,84,0.7,0,5.92857142857143,10.9233333333333,3,0,0.24390243902439
"00-0030068","Marquise Goodwin","WR","CLE",4,1,102,106,0,1,0,3.33,3,0.00943396226415094,0.0392156862745098
"00-0030279","Keenan Allen","WR","LAC",39,2,122,76,0.82051282051282,3,12.5625,23.8133333333333,3,0.0263157894736842,0.319672131147541
"00-0030431","Robert Woods","WR","HOU",25,0,121,75,0.6,0,11,12.8933333333333,3,0,0.206611570247934
"00-0030506","Travis Kelce","TE","KC",17,0,79,59,0.647058823529412,0,8.63636363636364,18.01,2,0,0.215189873417722
"00-0030513","Latavius Murray","RB","BUF",5,13,110,90,0.8,3.46153846153846,6,8.54333333333333,3,0.144444444444444,0.0454545454545455
"00-0030564","DeAndre Hopkins","WR","TEN",25,0,83,71,0.56,0,10.9285714285714,11.7033333333333,3,0,0.301204819277108
"00-0030565","Geno Smith","QB","SEA",0,8,103,76,0,2.75,0,17.88,3,0.105263157894737,0
"00-0031235","Odell Beckham","WR","BAL",7,0,55,69,0.714285714285714,0,13.2,6.31,2,0,0.127272727272727
"00-0031236","Brandin Cooks","WR","DAL",11,0,65,63,0.363636363636364,0,9.75,11.12,2,0,0.169230769230769
"00-0031260","Logan Thomas","TE","WAS",11,0,70,51,0.545454545454545,0,10.8333333333333,9.33,2,0,0.157142857142857
"00-0031280","Derek Carr","QB","NO",0,6,104,82,0,0,0,15.3366666666667,3,0.0731707317073171,0
"00-0031345","Jimmy Garoppolo","QB","LV",0,12,94,63,0,1.58333333333333,0,16.12,3,0.19047619047619,0
"00-0031376","Jerick McKinnon","RB","KC",8,3,118,82,0.875,2.33333333333333,7.57142857142857,6.02,3,0.0365853658536585,0.0677966101694915
"00-0031381","Davante Adams","WR","LV",37,0,94,63,0.675675675675676,0,12.88,22.23,3,0,0.393617021276596
"00-0031408","Mike Evans","WR","TB",28,0,93,84,0.607142857142857,0,17.4705882352941,17.3433333333333,3,0,0.301075268817204
"00-0031428","Allen Robinson","WR","PIT",15,0,104,62,0.733333333333333,0,9.09090909090909,7.06333333333333,3,0,0.144230769230769
"00-0031484","Chris Manhertz","TE","DEN",1,0,38,20,0,0,0,3.78,1,0,0.0263157894736842
"00-0031503","Jameis Winston","QB","NO",0,0,34,22,0,0,0,5.02,1,0,0
"00-0031544","Amari Cooper","WR","CLE",25,0,102,106,0.68,0,14.2941176470588,14.38,3,0,0.245098039215686
"00-0031547","DeVante Parker","WR","NE",11,0,71,65,0.727272727272727,0,9.5,8.86,2,0,0.154929577464789
"00-0031549","Nelson Agholor","WR","BAL",10,0,64,74,0.9,0,11.3333333333333,10.215,2,0,0.15625
"00-0031585","MyCole Pruitt","TE","ATL",1,0,38,20,1,0,10,1.47,1,0,0.0263157894736842
"00-0031588","Stefon Diggs","WR","BUF",32,0,110,90,0.78125,0,11.16,17.99,3,0,0.290909090909091
"00-0031595","Michael Burton","RB","DEN",1,1,66,45,1,3,3,1.065,2,0.0222222222222222,0.0151515151515152
"00-0031610","Darren Waller","TE","NYG",20,0,100,66,0.6,0,11,9.73666666666667,3,0,0.2
"00-0031687","Raheem Mostert","RB","MIA",10,41,103,93,1,5.85365853658537,7.9,14.7733333333333,3,0.440860215053763,0.0970873786407767
"00-0031763","DeAndre Carter","WR","LV",3,0,94,63,0.666666666666667,0,10.5,1.48666666666667,3,0,0.0319148936170213
"00-0032062","Blake Bell","TE","KC",3,0,39,23,0.666666666666667,0,6,6.94,1,0,0.0769230769230769
"00-0032104","Ameer Abdullah","RB","LV",7,0,94,63,0.428571428571429,0,7,3.54333333333333,3,0,0.074468085106383
"00-0032134","C.J. Uzomah","TE","NYJ",1,0,36,22,1,0,9,1.54,1,0,0.0277777777777778
"00-0032144","Melvin Gordon","RB","BAL",2,10,31,37,1,3.2,11.5,7.9,1,0.27027027027027,0.0645161290322581
"00-0032200","Ty Montgomery","WR","NE",4,1,96,47,0.5,7,4.5,2.935,2,0.0212765957446809,0.0416666666666667
"00-0032208","Phillip Dorsett","WR","DEN",1,0,34,22,0,0,0,1.79,1,0,0.0294117647058824
"00-0032211","Tyler Lockett","WR","SEA",21,0,103,76,0.619047619047619,0,7.92307692307692,14.32,3,0,0.203883495145631
"00-0032217","Donovan Smith","OL","KC",1,0,41,22,1,0,0,1.2,1,0,0.024390243902439
"00-0032385","Sterling Shepard","WR","NYG",2,0,67,55,0.5,0,4,1.51,2,0,0.0298507462686567
"00-0032392","Austin Hooper","TE","LV",3,0,50,44,1,0,13.3333333333333,2.685,2,0,0.06
"00-0032398","Chris Moore","WR","TEN",5,0,83,71,0.6,0,30,3.25,3,0,0.0602409638554217
"00-0032464","Kalif Raymond","WR","DET",10,1,103,92,0.7,11,17.2857142857143,6.86,3,0.0108695652173913,0.0970873786407767
"00-0032688","Robbie  Chosen","WR","MIA",1,0,28,43,1,0,68,2.78,1,0,0.0357142857142857
"00-0032764","Derrick Henry","RB","TEN",7,51,83,71,0.714285714285714,3.19607843137255,14.2,13.5766666666667,3,0.71830985915493,0.0843373493975904
"00-0032765","Michael Thomas","WR","NO",26,0,104,82,0.692307692307692,0,9.22222222222222,14.9,3,0,0.25
"00-0032918","C.J. Ham","RB","MIN",4,0,94,41,0.75,0,4.66666666666667,3.085,2,0,0.0425531914893617
"00-0033009","Tyler Boyd","WR","CIN",20,0,122,58,0.65,0,7.76923076923077,10.2066666666667,3,0,0.163934426229508
"00-0033040","Tyreek Hill","WR","MIA",35,0,103,93,0.714285714285714,0,16.48,25.33,3,0,0.339805825242718
"00-0033045","Ezekiel Elliott","RB","NE",8,28,125,87,0.75,4.35714285714286,3.5,8.21,3,0.32183908045977,0.064
"00-0033077","Dak Prescott","QB","DAL",0,10,103,107,0,4.4,0,19.3033333333333,3,0.0934579439252336,0
"00-0033090","Hunter Henry","TE","NE",18,0,125,87,0.722222222222222,0,9.61538461538461,10.29,3,0,0.144
"00-0033106","Jared Goff","QB","DET",0,10,103,92,0,0.2,0,15.75,3,0.108695652173913,0
"00-0033110","Tyler Higbee","TE","LA",15,0,126,75,0.733333333333333,0,12,7.87666666666667,3,0,0.119047619047619
"00-0033118","Kenyan Drake","RB","BAL",3,1,31,37,0.666666666666667,0,15.5,4.61,1,0.027027027027027,0.0967741935483871
"00-0033217","Mo Alie-Cox","TE","IND",3,0,72,49,0.333333333333333,0,15,2.665,2,0,0.0416666666666667
"00-0033251","Zach Pascal","WR","ARI",2,0,61,54,0.5,0,9,1.45,2,0,0.0327868852459016
"00-0033280","Christian McCaffrey","RB","SF",13,60,91,101,0.846153846153846,5.88333333333333,6.36363636363636,18.2666666666667,3,0.594059405940594,0.142857142857143
"00-0033282","Curtis Samuel","WR","WAS",12,2,99,64,0.833333333333333,9.5,12.7,6.50333333333333,3,0.03125,0.121212121212121
"00-0033288","George Kittle","TE","SF",18,0,91,101,0.722222222222222,0,10.6923076923077,9.90666666666667,3,0,0.197802197802198
"00-0033293","Aaron Jones","RB","GB",4,9,27,32,0.5,4.55555555555556,43,14.52,1,0.28125,0.148148148148148
"00-0033307","Kendrick Bourne","WR","NE",25,0,125,87,0.56,0,9.92857142857143,14.08,3,0,0.2
"00-0033308","Matt Breida","RB","NYG",4,7,100,66,1,4.42857142857143,-0.5,2.76,3,0.106060606060606,0.04
"00-0033357","Taysom Hill","QB","NO",4,16,104,82,0.5,5.6875,4,6.56,3,0.195121951219512,0.0384615384615385
"00-0033439","Pharaoh Brown","TE","NE",2,0,29,40,1,0,35.5,3.48,1,0,0.0689655172413793
"00-0033466","Isaiah McKenzie","WR","IND",2,0,77,58,1,0,5,1.285,2,0,0.025974025974026
"00-0033526","Samaje Perine","RB","DEN",11,12,104,65,0.818181818181818,4.5,8,7.61666666666667,3,0.184615384615385,0.105769230769231
"00-0033536","Mike Williams","WR","LAC",26,1,122,76,0.730769230769231,3,13.1052631578947,16.2233333333333,3,0.0131578947368421,0.213114754098361
"00-0033537","Deshaun Watson","QB","CLE",0,15,102,106,0,5.53333333333333,0,17.59,3,0.141509433962264,0
"00-0033553","James Conner","RB","ARI",8,51,82,84,0.875,5.2156862745098,3.71428571428571,13.81,3,0.607142857142857,0.0975609756097561
"00-0033555","Mack Hollins","WR","ATL",14,0,88,91,0.5,0,16.2857142857143,7.57666666666667,3,0,0.159090909090909
"00-0033557","Jalen Reeves-Maybin","LB","DET",0,1,35,34,0,3,0,0.35,1,0.0294117647058824,0
"00-0033572","Jamal Agnew","WR","JAX",6,2,116,80,0.833333333333333,-1,10.8,3.98333333333333,3,0.025,0.0517241379310345
"00-0033591","Noah Brown","WR","HOU",4,1,44,23,0.75,-1,6.66666666666667,5.54,1,0.0434782608695652,0.0909090909090909
"00-0033662","Cooper Rush","QB","DAL",0,0,25,30,0,0,0,0.7,1,0,0
"00-0033699","Austin Ekeler","RB","LAC",5,16,33,40,0.8,7.3125,11.75,23.46,1,0.4,0.151515151515152
"00-0033757","Robert Tonyan","TE","CHI",2,0,29,16,0,0,0,3.36,1,0,0.0689655172413793
"00-0033854","Dare Ogunbowale","RB","HOU",0,2,47,26,0,2,0,0.81,1,0.0769230769230769,0
"00-0033857","JuJu Smith-Schuster","WR","NE",16,0,125,87,0.625,0,6.6,7.84666666666667,3,0,0.128
"00-0033858","Jonnu Smith","TE","ATL",14,0,70,65,0.642857142857143,0,9.33333333333333,12.245,2,0,0.2
"00-0033873","Patrick Mahomes","QB","KC",0,16,118,82,0,6.375,0,24.46,3,0.195121951219512,0
"00-0033881","Evan Engram","TE","JAX",21,0,116,80,0.857142857142857,0,9.61111111111111,10.31,3,0,0.181034482758621
"00-0033885","David Njoku","TE","CLE",11,0,102,106,0.909090909090909,0,9.2,5.25666666666667,3,0,0.107843137254902
"00-0033891","Zay Jones","WR","JAX",13,0,74,53,0.384615384615385,0,11,13.555,2,0,0.175675675675676
"00-0033893","Dalvin Cook","RB","NYJ",7,25,85,66,1,2.32,6,6.80666666666667,3,0.378787878787879,0.0823529411764706
"00-0033895","Gerald Everett","TE","LAC",12,1,122,76,0.916666666666667,2,8.90909090909091,7.12,3,0.0131578947368421,0.0983606557377049
"00-0033897","Joe Mixon","RB","CIN",12,45,122,58,0.666666666666667,4,7.25,13.4666666666667,3,0.775862068965517,0.0983606557377049
"00-0033921","Chris Godwin","WR","TB",19,0,93,84,0.684210526315789,0,10.8461538461538,11.66,3,0,0.204301075268817
"00-0033923","Kareem Hunt","RB","CLE",3,5,33,31,0.666666666666667,2.6,11,6.44,1,0.161290322580645,0.0909090909090909
"00-0033925","D'Onta Foreman","RB","CHI",3,5,37,29,0.666666666666667,3.2,4,6.5,1,0.172413793103448,0.0810810810810811
"00-0033936","C.J. Beathard","QB","JAX",0,0,42,27,0,0,0,0.43,1,0,0
"00-0033943","Josh Reynolds","WR","DET",13,0,70,61,0.692307692307692,0,16.2222222222222,12.54,2,0,0.185714285714286
"00-0033948","Jamaal Williams","RB","NO",2,27,70,60,1,2.74074074074074,3.5,7.875,2,0.45,0.0285714285714286
"00-0033949","Joshua Dobbs","QB","ARI",0,12,82,84,0,7.75,0,12.73,3,0.142857142857143,0
"00-0034054","River Cracraft","WR","MIA",8,0,103,93,0.75,0,14.5,6.26666666666667,3,0,0.0776699029126214
"00-0034159","Will Dissly","TE","SEA",5,0,67,43,1,0,10.4,3.615,2,0,0.0746268656716418
"00-0034171","Jason Cabinda","RB","DET",0,1,33,31,0,0,0,0.42,1,0.032258064516129,0
"00-0034184","Gus Edwards","RB","BAL",0,29,86,106,0,5,0,6.01333333333333,3,0.273584905660377,0
"00-0034208","Mike Boone","RB","HOU",4,0,44,23,0.75,0,6,5.87,1,0,0.0909090909090909
"00-0034270","Tyler Conklin","TE","NYJ",12,0,85,66,0.75,0,8.66666666666667,5.23,3,0,0.141176470588235
"00-0034272","Marquez Valdes-Scantling","WR","KC",7,0,118,82,0.714285714285714,0,19.6,4.89,3,0,0.0593220338983051
"00-0034286","Richie James","WR","KC",3,0,80,45,0.333333333333333,0,6,2.715,2,0,0.0375
"00-0034297","Byron Pringle","WR","WAS",1,0,39,23,1,0,4,1.37,1,0,0.0256410256410256
"00-0034317","Keith Kirkwood","WR","NO",3,0,104,82,0,0,0,2.79666666666667,3,0,0.0288461538461538
"00-0034348","Courtland Sutton","WR","DEN",23,0,104,65,0.739130434782609,0,11.1176470588235,12.58,3,0,0.221153846153846
"00-0034351","Dallas Goedert","TE","PHI",15,0,93,113,0.733333333333333,0,5.72727272727273,7.97333333333333,3,0,0.161290322580645
"00-0034364","Jordan Akins","TE","CLE",2,0,69,75,1,0,7,1.46,2,0,0.0289855072463768
"00-0034365","Ian Thomas","TE","CAR",1,0,58,14,1,0,8,1.31,1,0,0.0172413793103448
"00-0034383","Dalton Schultz","TE","HOU",14,0,121,75,0.5,0,6.71428571428571,7.83333333333333,3,0,0.115702479338843
"00-0034386","Justin Watson","WR","KC",12,0,118,82,0.583333333333333,0,22.5714285714286,8.17666666666667,3,0,0.101694915254237
"00-0034401","Mike White","QB","MIA",0,1,28,43,0,-1,0,1.35,1,0.0232558139534884,0
"00-0034414","Boston Scott","RB","PHI",1,6,56,73,1,7.16666666666667,7,2.395,2,0.0821917808219178,0.0178571428571429
"00-0034419","Braxton Berrios","WR","MIA",10,0,103,93,0.7,0,14.7142857142857,6,3,0,0.0970873786407767
"00-0034433","Nick Bawden","RB","NYJ",0,1,36,22,0,1,0,3.31,1,0.0454545454545455,0
"00-0034487","Trent Sherfield","WR","BUF",3,0,32,33,0.666666666666667,0,9,5.18,1,0,0.09375
"00-0034521","Allen Lazard","WR","NYJ",13,0,85,66,0.538461538461538,0,15.4285714285714,6.03666666666667,3,0,0.152941176470588
"00-0034575","David Wells","TE","TB",2,0,34,34,1,0,-5,3.21,1,0,0.0588235294117647
"00-0034577","Kyle Allen","QB","BUF",0,4,69,68,0,-1,0,-0.2,2,0.0588235294117647,0
"00-0034613","Tanner Hudson","TE","CIN",4,0,49,23,0.5,0,15,6.18,1,0,0.0816326530612245
"00-0034646","Brandon Powell","WR","MIN",1,0,50,24,1,0,5,1.46,1,0,0.02
"00-0034681","Chase Edmonds","RB","TB",0,4,68,67,0,5,0,1.17,2,0.0597014925373134,0
"00-0034750","Rashaad Penny","RB","PHI",1,3,23,48,1,3,5,2.95,1,0.0625,0.0434782608695652
"00-0034753","Mark Andrews","TE","BAL",13,0,64,74,0.692307692307692,0,8.88888888888889,12.095,2,0,0.203125
"00-0034764","Michael Gallup","WR","DAL",11,0,103,107,0.727272727272727,0,13.125,6.03333333333333,3,0,0.106796116504854
"00-0034775","Christian Kirk","WR","JAX",23,0,116,80,0.695652173913043,0,10.8125,12.4866666666667,3,0,0.198275862068966
"00-0034777","D.J. Chark","WR","CAR",12,0,91,33,0.416666666666667,0,20.2,9.085,2,0,0.131868131868132
"00-0034791","Nick Chubb","RB","CLE",4,28,69,75,1,6.07142857142857,5.25,10.075,2,0.373333333333333,0.0579710144927536
"00-0034796","Lamar Jackson","QB","BAL",0,32,86,106,0,6.03125,0,19.85,3,0.30188679245283,0
"00-0034798","Durham Smythe","TE","MIA",11,0,103,93,0.636363636363636,0,11.7142857142857,6.67333333333333,3,0,0.106796116504854
"00-0034827","D.J. Moore","WR","CHI",15,0,88,71,0.733333333333333,0,15.4545454545455,7.94,3,0,0.170454545454545
"00-0034829","Mike Gesicki","TE","NE",10,0,125,87,0.9,0,9.66666666666667,4.79,3,0,0.08
"00-0034830","Hayden Hurst","TE","CAR",13,0,129,65,0.692307692307692,0,8,7,3,0,0.10077519379845
"00-0034837","Calvin Ridley","WR","JAX",26,0,116,80,0.5,0,13.3076923076923,15.64,3,0,0.224137931034483
"00-0034844","Saquon Barkley","RB","NYG",11,29,67,55,0.818181818181818,3.93103448275862,4.55555555555556,16.91,2,0.527272727272727,0.164179104477612
"00-0034854","KhaDarel Hodge","WR","ATL",1,0,38,20,1,0,15,1.36,1,0,0.0263157894736842
"00-0034855","Baker Mayfield","QB","TB",0,15,93,84,0,2,0,18.1233333333333,3,0.178571428571429,0
